"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.705274000E0,9.651634216E0,4.380602646E1,-1.808318710E1
6.735090000E0,9.384063721E0,4.355529022E1,-1.866992569E1
6.764907000E0,8.520317078E0,4.338669205E1,-1.913772964E1
6.794724000E0,6.639663696E0,4.353295898E1,-1.896816635E1
6.824540000E0,4.379135132E0,4.387004089E1,-1.889262772E1
6.854357000E0,2.457397461E0,4.388996506E1,-1.907253647E1
6.884173000E0,1.057319641E0,4.383823395E1,-1.877578354E1
6.913990000E0,-5.696868896E-1,4.402988434E1,-1.851553726E1
6.943806000E0,-8.570709229E-1,4.409193420E1,-1.865846634E1
6.973623000E0,-8.363952637E-1,4.411260986E1,-1.878477097E1
7.003440000E0,-8.583908081E-1,4.407199097E1,-1.844568253E1
7.033256000E0,-7.602767944E-1,4.415613174E1,-1.847692490E1
7.063073000E0,-7.748031616E-1,4.412145233E1,-1.834337234E1
7.092889000E0,-7.753906250E-1,4.396028137E1,-1.853663254E1
7.122706000E0,-9.502716064E-1,4.400131226E1,-1.853729630E1
7.152522000E0,-6.542816162E-1,4.399610138E1,-1.851294327E1
7.182339000E0,-5.694274902E-1,4.390269470E1,-1.845921707E1
7.212156000E0,-6.357192993E-1,4.390499878E1,-1.841458511E1
7.241972000E0,-5.110015869E-1,4.393496704E1,-1.847349167E1
7.271789000E0,-5.643234253E-1,4.390655518E1,-1.847979355E1
7.301605000E0,-6.053695679E-1,4.409872437E1,-1.814065933E1
7.331422000E0,-7.158889771E-1,4.404859543E1,-1.809321976E1
7.361239000E0,-6.011581421E-1,4.419298553E1,-1.813438797E1
7.391055000E0,-4.056549072E-1,4.433560181E1,-1.759947586E1
7.420872000E0,-4.593963623E-1,4.427773285E1,-1.760634232E1
7.450688000E0,-1.753997803E-1,4.414081573E1,-1.747639847E1
7.480505000E0,3.981781006E-2,4.430087280E1,-1.712333298E1
7.510321000E0,1.766510010E-1,4.423476791E1,-1.692675400E1
7.540138000E0,8.171844482E-2,4.436633682E1,-1.692821121E1
7.569955375E0,4.385528564E-1,4.462261200E1,-1.632909775E1
7.599771375E0,2.859268188E-1,4.483545303E1,-1.588380814E1
7.629588375E0,3.717803955E-1,4.477252960E1,-1.612968063E1
7.659404375E0,4.908599854E-1,4.498209381E1,-1.550351334E1
7.689221375E0,6.478729248E-1,4.506012726E1,-1.558170700E1
7.719038375E0,6.928558350E-1,4.501227570E1,-1.551952744E1
7.748854375E0,5.440673828E-1,4.503486633E1,-1.524834824E1
7.778671375E0,8.468780518E-1,4.519193268E1,-1.494743729E1
7.808487375E0,7.929153442E-1,4.510672760E1,-1.477236557E1
7.838304375E0,8.480148315E-1,4.509277344E1,-1.468481064E1
7.868120375E0,1.127845764E0,4.528699112E1,-1.443562698E1
7.897937375E0,1.294342041E0,4.525486374E1,-1.469664383E1
7.927754375E0,1.307014465E0,4.529571915E1,-1.462280655E1
7.957570375E0,1.318328857E0,4.523725891E1,-1.453687668E1
7.987387375E0,1.195053101E0,4.534372711E1,-1.447227859E1
8.017203375E0,1.255233765E0,4.524603271E1,-1.462546158E1
8.047020375E0,1.005294800E0,4.521051788E1,-1.424862289E1
8.076837375E0,6.611633301E-1,4.547074509E1,-1.439440536E1
8.106653375E0,2.750167847E-1,4.548206329E1,-1.371757889E1
8.136470375E0,1.307754517E-1,4.557550812E1,-1.380578995E1
8.166286375E0,2.491378784E-1,4.566880798E1,-1.362571335E1
8.196103375E0,4.064865112E-1,4.554937744E1,-1.384962082E1
8.225919375E0,3.903198242E-1,4.553413391E1,-1.407609940E1
8.255736375E0,4.560928345E-1,4.544888306E1,-1.395515060E1
8.285553375E0,3.188323975E-1,4.545567322E1,-1.422585678E1
8.315369375E0,4.277420044E-1,4.543827820E1,-1.421034622E1
8.345186375E0,4.810714722E-1,4.533787537E1,-1.413858414E1
8.375002375E0,3.840179443E-1,4.534654236E1,-1.400803757E1
8.404819375E0,6.466979980E-1,4.533632660E1,-1.383265305E1
8.434635375E0,7.409210205E-1,4.531245422E1,-1.389996719E1
8.464452375E0,8.525009155E-1,4.540999222E1,-1.378506088E1
8.494269375E0,1.078300476E0,4.554457855E1,-1.376185989E1
8.524085375E0,1.300254822E0,4.541504669E1,-1.409107590E1
8.553902500E0,1.517341614E0,4.522373199E1,-1.427788925E1
8.583718500E0,1.648880005E0,4.533223724E1,-1.408570480E1
8.613535500E0,1.759277344E0,4.544995880E1,-1.384138107E1
8.643352500E0,1.862342834E0,4.555614853E1,-1.343708420E1
8.673168500E0,2.303993225E0,4.559671402E1,-1.326125717E1
8.702985500E0,2.149604797E0,4.576004028E1,-1.303013992E1
8.732801500E0,2.206459045E0,4.579574585E1,-1.257551193E1
8.762618500E0,2.314308167E0,4.576811218E1,-1.221852875E1
8.792434500E0,2.491302490E0,4.581192017E1,-1.195386887E1
8.822251500E0,2.644798279E0,4.582720184E1,-1.156034088E1
