"Time (s)","X (hPa)"
3.697160943E2,1.015463104E3
3.707830422E2,1.015459366E3
3.718499843E2,1.015459213E3
3.729169373E2,1.015459213E3
3.739838463E2,1.015464630E3
3.750507973E2,1.015466156E3
3.761176923E2,1.015474930E3
3.771846022E2,1.015477905E3
3.782515023E2,1.015478287E3
3.793183532E2,1.015479355E3
3.803853303E2,1.015478287E3
3.814522132E2,1.015475616E3
3.825190742E2,1.015474243E3
3.835859533E2,1.015474243E3
3.846527942E2,1.015474243E3
3.857197083E2,1.015473938E3
3.867866592E2,1.015473938E3
3.878535753E2,1.015473938E3
3.889205142E2,1.015472794E3
3.899874972E2,1.015472794E3
3.910544132E2,1.015472794E3
3.921213693E2,1.015472794E3
3.931882803E2,1.015472794E3
3.942551723E2,1.015471344E3
3.953220863E2,1.015469284E3
3.963890183E2,1.015467377E3
3.974558132E2,1.015466995E3
3.985227012E2,1.015466995E3
3.995895812E2,1.015466766E3
4.006565132E2,1.015465317E3
4.017234682E2,1.015463181E3
4.027904693E2,1.015462875E3
4.038573922E2,1.015463181E3
4.049242353E2,1.015465317E3
4.059911222E2,1.015468597E3
4.070580732E2,1.015476608E3
4.081250043E2,1.015481110E3
4.091919743E2,1.015485077E3
4.102589043E2,1.015485077E3
4.113258093E2,1.015484848E3
4.123927063E2,1.015483093E3
4.134596443E2,1.015483093E3
4.145265683E2,1.015485229E3
4.155935012E2,1.015485229E3
4.166604533E2,1.015485077E3
4.177273912E2,1.015482483E3
4.187943332E2,1.015478897E3
4.198612903E2,1.015474319E3
4.209283213E2,1.015467300E3
4.219953022E2,1.015467072E3
4.230622673E2,1.015467072E3
4.241292192E2,1.015469437E3
4.251962122E2,1.015471344E3
4.262631822E2,1.015474243E3
4.273300823E2,1.015477448E3
4.283970293E2,1.015481720E3
4.294639443E2,1.015484390E3
4.305308922E2,1.015486069E3
4.315977822E2,1.015486755E3
4.326647703E2,1.015486755E3
4.337317593E2,1.015485458E3
4.347988032E2,1.015482101E3
4.358658443E2,1.015481491E3
4.369328252E2,1.015478134E3
4.379997992E2,1.015475998E3
4.390668273E2,1.015475998E3
4.401337823E2,1.015479126E3
4.412007293E2,1.015480042E3
4.422677212E2,1.015481110E3
4.433347022E2,1.015485611E3
4.444016773E2,1.015488815E3
4.454686592E2,1.015488815E3
4.465356682E2,1.015489273E3
4.476026483E2,1.015487137E3
4.486696212E2,1.015486908E3
4.497366522E2,1.015485077E3
4.508036213E2,1.015485077E3
4.518705173E2,1.015485687E3
4.529374143E2,1.015485687E3
4.540042492E2,1.015485611E3
4.550711412E2,1.015484467E3
4.561380842E2,1.015484467E3
4.572050332E2,1.015484390E3
4.582719243E2,1.015484390E3
4.593388643E2,1.015480881E3
4.604057533E2,1.015475159E3
4.614727523E2,1.015471420E3
4.625397402E2,1.015463333E3
4.636066552E2,1.015461197E3
4.646735863E2,1.015461197E3
4.657404972E2,1.015462036E3
4.668074033E2,1.015464783E3
4.678743322E2,1.015470047E3
4.689412173E2,1.015472641E3
4.700081133E2,1.015473938E3
4.710750402E2,1.015474701E3
4.721419673E2,1.015474701E3
4.732089682E2,1.015471115E3
4.742759402E2,1.015470276E3
4.753429262E2,1.015469284E3
4.764098592E2,1.015468140E3
4.774767822E2,1.015468140E3
4.785437732E2,1.015468674E3
4.796108002E2,1.015470886E3
4.806778062E2,1.015471191E3
4.817448273E2,1.015472641E3
4.828117652E2,1.015476685E3
4.838786853E2,1.015476685E3
4.849455843E2,1.015476837E3
4.860125563E2,1.015476990E3
4.870795592E2,1.015476990E3
4.881464932E2,1.015476837E3
4.892133903E2,1.015476837E3
4.902803472E2,1.015481262E3
4.913472942E2,1.015484390E3
4.924142213E2,1.015485611E3
4.934810722E2,1.015489731E3
4.945480353E2,1.015491104E3
4.956150013E2,1.015491638E3
4.966819252E2,1.015491638E3
4.977488823E2,1.015492249E3
4.988158123E2,1.015492249E3
4.998827262E2,1.015485229E3
5.009496922E2,1.015478516E3
5.020166932E2,1.015470581E3
