"Time (s)","X (hPa)"
4.018322867E2,1.015652237E3
4.028977697E2,1.015654678E3
4.039632517E2,1.015657196E3
4.050286977E2,1.015660019E3
4.060941377E2,1.015661697E3
4.071596007E2,1.015663834E3
4.082250747E2,1.015665512E3
4.092905347E2,1.015666962E3
4.103559727E2,1.015667343E3
4.114214527E2,1.015668259E3
4.124869357E2,1.015668259E3
4.135524077E2,1.015667572E3
4.146178367E2,1.015665283E3
4.156832937E2,1.015663834E3
4.167487147E2,1.015662689E3
4.178141497E2,1.015662689E3
4.188796007E2,1.015663528E3
4.199450487E2,1.015665741E3
4.210105027E2,1.015667801E3
4.220759777E2,1.015670471E3
4.231414527E2,1.015672150E3
4.242069327E2,1.015672150E3
4.252724317E2,1.015671539E3
4.263379367E2,1.015671158E3
4.274033957E2,1.015669861E3
4.284688137E2,1.015668259E3
4.295342237E2,1.015667191E3
4.305996107E2,1.015666962E3
4.316650537E2,1.015666656E3
4.327305147E2,1.015665283E3
4.337959977E2,1.015664215E3
4.348614527E2,1.015662689E3
4.359268957E2,1.015662537E3
4.369923167E2,1.015661850E3
4.380577427E2,1.015660858E3
4.391231477E2,1.015657501E3
4.401885817E2,1.015654678E3
4.412540267E2,1.015649643E3
4.423194817E2,1.015644836E3
4.433849497E2,1.015644836E3
4.444504297E2,1.015645828E3
4.455158987E2,1.015648193E3
4.465813457E2,1.015650330E3
4.476467817E2,1.015652466E3
4.487121967E2,1.015652618E3
4.497775737E2,1.015652466E3
4.508429857E2,1.015648346E3
4.519083647E2,1.015641098E3
4.529738087E2,1.015636673E3
4.540392697E2,1.015636597E3
4.551047327E2,1.015636597E3
4.561701407E2,1.015638962E3
4.572356047E2,1.015647736E3
4.583010747E2,1.015654907E3
4.593665807E2,1.015656815E3
4.604320677E2,1.015658112E3
4.614975987E2,1.015658951E3
4.625631227E2,1.015658951E3
4.636286537E2,1.015658493E3
4.646941527E2,1.015657501E3
4.657596417E2,1.015656815E3
4.668251037E2,1.015657196E3
4.678906107E2,1.015657196E3
4.689561357E2,1.015658722E3
4.700216837E2,1.015661850E3
4.710872007E2,1.015663147E3
4.721527437E2,1.015666885E3
4.732182707E2,1.015667801E3
4.742837627E2,1.015669632E3
4.753492527E2,1.015671387E3
4.764147057E2,1.015673294E3
4.774801097E2,1.015676651E3
4.785455627E2,1.015681000E3
4.796110537E2,1.015683136E3
4.806765137E2,1.015685501E3
4.817419897E2,1.015687332E3
4.828074517E2,1.015687332E3
4.838729367E2,1.015685730E3
4.849384327E2,1.015684357E3
4.860039637E2,1.015675735E3
4.870694797E2,1.015666046E3
4.881349647E2,1.015658493E3
4.892004867E2,1.015655136E3
4.902659887E2,1.015655136E3
4.913315117E2,1.015657501E3
4.923970447E2,1.015662308E3
