"Time (s)","X (hPa)"
4.060744906E2,1.015244827E3
4.071501526E2,1.015249634E3
4.082258276E2,1.015254288E3
4.093015126E2,1.015255585E3
4.103771276E2,1.015256195E3
4.114527486E2,1.015256653E3
4.125283666E2,1.015256653E3
4.136039836E2,1.015257034E3
4.146796566E2,1.015260239E3
4.157552676E2,1.015261307E3
4.168308776E2,1.015261307E3
4.179065566E2,1.015257874E3
4.189822156E2,1.015252380E3
4.200578546E2,1.015246353E3
4.211335186E2,1.015238800E3
4.222091796E2,1.015238724E3
4.232848786E2,1.015238724E3
4.243605336E2,1.015239944E3
4.254362166E2,1.015244904E3
4.265118856E2,1.015249100E3
4.275875626E2,1.015252228E3
4.286632656E2,1.015255356E3
4.297389486E2,1.015259399E3
4.308146236E2,1.015259781E3
4.318903196E2,1.015259857E3
4.329660676E2,1.015259781E3
4.340418036E2,1.015259171E3
4.351175096E2,1.015257034E3
4.361931886E2,1.015254517E3
4.372688806E2,1.015253296E3
4.383445366E2,1.015253296E3
4.394202496E2,1.015253448E3
4.404959186E2,1.015253677E3
4.415716136E2,1.015255966E3
4.426472546E2,1.015259781E3
4.437229216E2,1.015260010E3
4.447985386E2,1.015262299E3
4.458741876E2,1.015263214E3
4.469498746E2,1.015262299E3
4.480255176E2,1.015261688E3
4.491011486E2,1.015261078E3
4.501767926E2,1.015257034E3
4.512524546E2,1.015256805E3
4.523281146E2,1.015255356E3
4.534038016E2,1.015254517E3
4.544794756E2,1.015252991E3
4.555551446E2,1.015252991E3
4.566308056E2,1.015253220E3
4.577064906E2,1.015253220E3
4.587821776E2,1.015248413E3
4.598578486E2,1.015244904E3
4.609335036E2,1.015241013E3
4.620091866E2,1.015234375E3
4.630848496E2,1.015231781E3
4.641605276E2,1.015231781E3
4.652361636E2,1.015233307E3
4.663118346E2,1.015233688E3
4.673874566E2,1.015235138E3
4.684630386E2,1.015235138E3
4.695386586E2,1.015234985E3
4.706142946E2,1.015234985E3
4.716899266E2,1.015236588E3
4.727655556E2,1.015239334E3
4.738412236E2,1.015239639E3
4.749168796E2,1.015239944E3
4.759925056E2,1.015240784E3
4.770680906E2,1.015242081E3
4.781437046E2,1.015242157E3
4.792193186E2,1.015243835E3
4.802949476E2,1.015244370E3
4.813705726E2,1.015244370E3
4.824462016E2,1.015243759E3
4.835218346E2,1.015243378E3
4.845974786E2,1.015242691E3
4.856731056E2,1.015242462E3
4.867487456E2,1.015242691E3
4.878243596E2,1.015243530E3
4.888999916E2,1.015246964E3
4.899756346E2,1.015249634E3
4.910512966E2,1.015250702E3
4.921269596E2,1.015253448E3
4.932026596E2,1.015254974E3
4.942783656E2,1.015257111E3
4.953540446E2,1.015258255E3
4.964297626E2,1.015261688E3
4.975054676E2,1.015261688E3
4.985811316E2,1.015259781E3
4.996567966E2,1.015254135E3
5.007324806E2,1.015247955E3
5.018081566E2,1.015241013E3
5.028837906E2,1.015234528E3
