"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.280440399E2,6.247329712E-1,-5.129757690E1,-4.281074524E0
1.280739929E2,7.772293091E-1,-5.169188690E1,-1.829147339E0
1.281039459E2,-2.716445923E-1,-5.162673187E1,-2.004806519E0
1.281338999E2,-8.089904785E-1,-5.102570343E1,-4.832954407E0
1.281638529E2,-1.186431885E0,-5.011156082E1,-7.178359985E0
1.281938059E2,-1.861602783E0,-4.933128738E1,-8.660583496E0
1.282237589E2,-2.864250183E0,-4.861592102E1,-9.764892578E0
1.282537129E2,-3.759574890E0,-4.816838074E1,-1.064537811E1
1.282836659E2,-3.765296936E0,-4.801943588E1,-1.143397522E1
1.283136189E2,-3.558395386E0,-4.826096725E1,-1.149044037E1
1.283435719E2,-2.544975281E0,-4.886039352E1,-1.052490997E1
1.283735259E2,-1.485435486E0,-4.955490875E1,-8.958892822E0
1.284034789E2,-5.485763550E-1,-5.057954407E1,-6.862083435E0
1.284334319E2,-7.155761719E-1,-5.131599426E1,-5.036865234E0
1.284633849E2,-9.918975830E-1,-5.161120224E1,-4.453826904E0
1.284933389E2,-8.593368530E-1,-5.240711212E1,-3.635810852E0
1.285232919E2,6.324005127E-2,-5.296425629E1,-1.555732727E0
1.285532449E2,9.114379883E-1,-5.309598541E1,2.090454102E-3
1.285831989E2,1.430206299E0,-5.324607468E1,-4.265594482E-1
1.286131519E2,9.263153076E-1,-5.300514221E1,-2.621261597E0
1.286431049E2,3.171081543E-1,-5.291161346E1,-5.153717041E0
1.286730579E2,-3.998336792E-1,-5.288919067E1,-7.182281494E0
1.287030119E2,-4.584426880E-1,-5.300537491E1,-8.404304504E0
1.287329649E2,-1.348876953E-1,-5.319759750E1,-8.460472107E0
1.287629179E2,7.748947144E-1,-5.404987717E1,-7.858680725E0
1.287928709E2,1.435478210E0,-5.439128494E1,-7.508483887E0
1.288228249E2,2.550903320E0,-5.507853699E1,-6.890037537E0
1.288527773E2,2.796104431E0,-5.583934784E1,-4.718406677E0
1.288827303E2,2.742118835E0,-5.634997177E1,-2.669868469E0
1.289126833E2,2.836631775E0,-5.665851212E1,-1.475921631E0
1.289426373E2,3.482574463E0,-5.671450043E1,-4.220352173E-1
1.289725902E2,4.126159668E0,-5.636968613E1,-3.989486694E-1
1.290025433E2,4.606407166E0,-5.605331039E1,-1.875328064E0
1.290324963E2,5.399444580E0,-5.539134979E1,-3.901138306E0
1.290624503E2,6.203125000E0,-5.455149078E1,-6.247993469E0
1.290924033E2,7.623390198E0,-5.401192093E1,-7.881286621E0
1.291223562E2,8.755905151E0,-5.360312653E1,-8.942405701E0
1.291523103E2,9.140083313E0,-5.353247452E1,-8.445549011E0
1.291822632E2,8.448684692E0,-5.403850555E1,-6.780105591E0
1.292122163E2,7.715377808E0,-5.481072617E1,-3.782394409E0
1.292421693E2,7.591423035E0,-5.543171310E1,-8.524169922E-1
1.292721232E2,7.837684631E0,-5.578342438E1,1.780143738E0
1.293020763E2,8.144958496E0,-5.621949768E1,3.984138489E0
1.293320292E2,7.782218933E0,-5.658519363E1,4.307601929E0
1.293619823E2,6.576217651E0,-5.659008789E1,4.294891357E0
1.293919363E2,6.138175964E0,-5.654410172E1,2.158531189E0
1.294218893E2,6.311134338E0,-5.616500092E1,5.198059082E-1
1.294518423E2,6.924583435E0,-5.549725342E1,-7.673339844E-1
1.294817952E2,7.603622437E0,-5.458941269E1,-2.633880615E0
1.295117493E2,8.183624268E0,-5.365918732E1,-5.391258240E0
1.295417023E2,7.837570190E0,-5.264234924E1,-8.354972839E0
1.295716553E2,6.845893860E0,-5.193800354E1,-1.085459900E1
1.296016093E2,6.567901611E0,-5.175688553E1,-1.208258057E1
1.296315622E2,5.960884094E0,-5.179226685E1,-1.186684418E1
1.296615153E2,5.022972107E0,-5.251890182E1,-9.950485229E0
1.296914683E2,3.734268188E0,-5.321801758E1,-7.991714478E0
1.297214223E2,3.406379700E0,-5.373850250E1,-6.148994446E0
1.297513753E2,3.804336548E0,-5.405570221E1,-4.034492493E0
1.297813282E2,4.459327698E0,-5.455531693E1,-2.080543518E0
1.298112813E2,3.676521301E0,-5.443016434E1,-1.935371399E0
1.298412358E2,3.069175720E0,-5.394443130E1,-4.217468262E0
1.298711888E2,3.775428772E0,-5.286275101E1,-6.369041443E0
1.299011418E2,4.467407227E0,-5.177180099E1,-7.881103516E0
1.299310958E2,3.948913574E0,-5.075201416E1,-1.016107941E1
1.299610487E2,3.262451172E0,-5.001293182E1,-1.169287109E1
1.299910018E2,2.622055054E0,-4.949797821E1,-1.244437408E1
1.300209548E2,2.485427856E0,-4.947504807E1,-1.239048767E1
1.300509088E2,2.645599365E0,-4.966983414E1,-1.184796143E1
1.300808618E2,2.876914978E0,-5.009692001E1,-1.053562927E1
1.301108147E2,2.532669067E0,-5.049817657E1,-9.692665100E0
1.301407678E2,1.632850647E0,-5.034923172E1,-8.610694885E0
1.301707218E2,4.492721558E-1,-5.073955536E1,-7.219856262E0
1.302006748E2,-8.509979248E-1,-5.106981277E1,-5.809646606E0
1.302306278E2,-1.415184021E0,-5.116023254E1,-4.785415649E0
1.302605817E2,-2.265510559E0,-5.118282318E1,-4.374694824E0
1.302905348E2,-2.971076965E0,-5.011542130E1,-5.607887268E0
1.303204877E2,-3.468078613E0,-4.888494492E1,-8.448104858E0
1.303504408E2,-4.775993347E0,-4.739823914E1,-1.051200104E1
1.303803948E2,-6.055290222E0,-4.631037140E1,-1.125987244E1
1.304103477E2,-7.274909973E0,-4.556457520E1,-1.094577789E1
1.304403008E2,-7.694122314E0,-4.533365631E1,-1.052890778E1
1.304702537E2,-7.692276001E0,-4.536203384E1,-1.001183319E1
1.305002078E2,-7.054985046E0,-4.587224579E1,-9.688774109E0
1.305301608E2,-6.631484985E0,-4.621832275E1,-8.139129639E0
1.305601138E2,-6.756759644E0,-4.661996078E1,-6.602622986E0
1.305900678E2,-7.528404236E0,-4.650069046E1,-5.296218872E0
1.306200207E2,-9.014923096E0,-4.660680771E1,-4.334678650E0
1.306499738E2,-1.033881378E1,-4.656389236E1,-2.896339417E0
1.306799268E2,-1.085993958E1,-4.654293060E1,-1.385116577E0
1.307098808E2,-1.125843048E1,-4.626620102E1,-1.631744385E0
1.307398338E2,-1.152545929E1,-4.586613464E1,-3.117332458E0
1.307697867E2,-1.151576233E1,-4.571789169E1,-5.033706665E0
1.307997408E2,-1.127624512E1,-4.566438293E1,-6.714401245E0
1.308296938E2,-1.045054626E1,-4.583143616E1,-8.014961243E0
1.308596472E2,-9.379959106E0,-4.621374130E1,-8.791969299E0
1.308896002E2,-8.618545532E0,-4.701086044E1,-9.275939941E0
1.309195542E2,-8.104774475E0,-4.766179657E1,-9.353561401E0
1.309495072E2,-8.136528015E0,-4.828371048E1,-8.832008362E0
1.309794602E2,-8.628822327E0,-4.885626602E1,-7.847663879E0
1.310094132E2,-9.589111328E0,-4.915709305E1,-7.063781738E0
1.310393672E2,-1.070384979E1,-4.936258698E1,-5.958778381E0
1.310693202E2,-1.143927002E1,-4.953513336E1,-5.144111633E0
1.310992732E2,-1.078921509E1,-4.943191147E1,-4.418113708E0
1.311292272E2,-1.047191620E1,-4.863652802E1,-6.107704163E0
1.311591802E2,-1.039814758E1,-4.754488373E1,-8.281288147E0
1.311891332E2,-1.045339966E1,-4.664242935E1,-9.477973938E0
1.312190862E2,-1.021614075E1,-4.629021454E1,-9.232986450E0
1.312490402E2,-9.532058716E0,-4.591384506E1,-8.619132996E0
1.312789932E2,-9.272369385E0,-4.581221771E1,-7.344802856E0
1.313089462E2,-9.456184387E0,-4.582061768E1,-6.368431091E0
1.313389002E2,-1.026264191E1,-4.561344910E1,-5.688575745E0
1.313688532E2,-1.125780487E1,-4.580230331E1,-5.820060730E0
1.313988062E2,-1.226284027E1,-4.637822723E1,-4.657432556E0
1.314287592E2,-1.310433960E1,-4.709999466E1,-2.536460876E0
1.314587132E2,-1.435823822E1,-4.749954224E1,-8.066558838E-2
1.314886662E2,-1.555644989E1,-4.732354736E1,1.035507202E0
1.315186192E2,-1.618212128E1,-4.710953140E1,3.311309814E-1
1.315485732E2,-1.660350800E1,-4.686674500E1,-5.335006714E-1
1.315785262E2,-1.585387421E1,-4.693544388E1,-1.570053101E0
