"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.454825042E0,-7.051501423E-2,1.798471250E-2,4.136740044E-2
3.469856042E0,-8.518401533E-2,2.702450939E-2,4.365663975E-2
3.484887042E0,-9.805693477E-2,3.899009153E-2,3.758436441E-2
3.499918042E0,-1.072838157E-1,6.549952179E-2,2.632821351E-2
3.514949042E0,-1.163456738E-1,9.882063419E-2,1.385710109E-2
3.529980042E0,-1.210170165E-1,1.351242363E-1,1.752333343E-2
3.545012042E0,-1.218074486E-1,1.495689601E-1,2.018276602E-2
3.560043042E0,-1.163019687E-1,1.275082380E-1,2.520528436E-2
3.575074042E0,-1.073390096E-1,6.860385090E-2,2.757286653E-2
3.590105042E0,-9.847575426E-2,-1.262633223E-2,2.162806317E-2
3.605136042E0,-9.477582574E-2,-7.438264042E-2,9.618539363E-3
3.620167042E0,-9.221594036E-2,-9.403025359E-2,-1.004746463E-2
3.635198042E0,-9.576270729E-2,-6.906255335E-2,-2.488028258E-2
3.650230042E0,-1.096483842E-1,-1.369268913E-2,-2.616124414E-2
3.665261042E0,-1.346357614E-1,3.338427469E-2,-2.848458663E-2
3.680292042E0,-1.554093212E-1,5.141021311E-2,-3.070828319E-2
3.695323042E0,-1.609539241E-1,3.834015876E-2,-3.025568835E-2
3.710354042E0,-1.574172825E-1,1.501104888E-2,-3.044362552E-2
3.725385042E0,-1.480988860E-1,7.074769237E-4,-2.762919851E-2
3.740417042E0,-1.470742226E-1,5.771232769E-3,-3.076023050E-2
3.755448042E0,-1.609574854E-1,1.932578348E-2,-4.034120217E-2
3.770479042E0,-1.939402074E-1,2.401667275E-2,-5.042995885E-2
3.785510042E0,-2.388879657E-1,2.690753341E-2,-6.323736906E-2
3.800541042E0,-2.864238620E-1,5.439895391E-2,-7.284501195E-2
3.815572042E0,-3.352942765E-1,1.194896474E-1,-8.053252101E-2
3.830603042E0,-3.850669861E-1,2.032490969E-1,-8.806272596E-2
3.845635042E0,-4.301851988E-1,2.722499967E-1,-9.493448585E-2
3.860666042E0,-4.649118483E-1,3.171301782E-1,-9.918793291E-2
3.875697042E0,-4.848842621E-1,3.360328972E-1,-9.420429170E-2
3.890728042E0,-4.907342196E-1,3.386148214E-1,-8.168505132E-2
3.905759042E0,-4.966786504E-1,3.230395913E-1,-7.457441092E-2
3.920790042E0,-5.152436495E-1,3.078279495E-1,-7.799518108E-2
3.935822042E0,-5.486423373E-1,2.958972752E-1,-9.121502191E-2
3.950853042E0,-5.871338248E-1,3.013394773E-1,-1.087779477E-1
3.965884042E0,-6.285470128E-1,3.218335509E-1,-1.223882958E-1
3.980915417E0,-6.782583594E-1,3.550864160E-1,-1.264092028E-1
3.995946417E0,-7.376919389E-1,4.082809985E-1,-1.193925217E-1
4.010977417E0,-8.001213670E-1,4.632813632E-1,-1.095861942E-1
4.026009417E0,-8.436211944E-1,5.168974400E-1,-9.900545329E-2
4.041040417E0,-8.480556607E-1,5.540457368E-1,-7.960391045E-2
