"Time (s)","X (hPa)"
4.032237560E2,1.015440826E3
4.042890170E2,1.015440826E3
4.053542870E2,1.015444641E3
4.064195950E2,1.015449219E3
4.074849500E2,1.015454559E3
4.085502480E2,1.015456467E3
4.096155720E2,1.015456467E3
4.106807960E2,1.015455551E3
4.117460780E2,1.015455322E3
4.128113750E2,1.015455322E3
4.138767290E2,1.015455933E3
4.149420340E2,1.015457840E3
4.160073760E2,1.015457840E3
4.170726850E2,1.015454712E3
4.181380610E2,1.015453262E3
4.192034230E2,1.015448151E3
4.202687210E2,1.015442581E3
4.213340650E2,1.015441666E3
4.223993710E2,1.015441666E3
4.234646680E2,1.015442352E3
4.245299140E2,1.015448227E3
4.255951630E2,1.015451584E3
4.266603950E2,1.015455093E3
4.277256890E2,1.015456467E3
4.287909520E2,1.015458755E3
4.298562430E2,1.015459747E3
4.309215260E2,1.015459747E3
4.319867980E2,1.015461884E3
4.330520690E2,1.015461884E3
4.341173300E2,1.015460663E3
4.351826420E2,1.015457687E3
4.362479580E2,1.015457230E3
4.373133260E2,1.015457230E3
4.383786910E2,1.015457840E3
4.394440640E2,1.015459747E3
4.405094300E2,1.015462112E3
4.415747920E2,1.015463562E3
4.426401520E2,1.015467606E3
4.437054890E2,1.015468903E3
4.447708350E2,1.015468903E3
4.458361720E2,1.015468903E3
4.469015360E2,1.015468140E3
4.479668940E2,1.015466156E3
4.490322710E2,1.015464401E3
4.500975770E2,1.015462494E3
4.511628850E2,1.015462112E3
4.522281500E2,1.015460815E3
4.532934430E2,1.015460205E3
4.543587550E2,1.015460205E3
4.554241700E2,1.015458984E3
4.564895460E2,1.015458755E3
4.575548880E2,1.015457840E3
4.586202050E2,1.015454712E3
4.596855830E2,1.015449219E3
4.607509140E2,1.015443802E3
4.618162060E2,1.015439301E3
4.628815070E2,1.015437622E3
4.639468440E2,1.015437622E3
4.650121470E2,1.015438461E3
4.660774070E2,1.015441284E3
4.671427140E2,1.015443192E3
4.682080570E2,1.015443192E3
4.692733900E2,1.015442963E3
4.703386940E2,1.015441437E3
4.714039810E2,1.015442963E3
4.724692830E2,1.015442963E3
4.735346140E2,1.015443192E3
4.745999440E2,1.015443192E3
4.756653170E2,1.015442123E3
4.767306260E2,1.015441437E3
4.777960330E2,1.015441437E3
4.788614610E2,1.015444260E3
4.799267840E2,1.015448380E3
4.809921130E2,1.015449066E3
4.820574200E2,1.015450516E3
4.831226920E2,1.015450516E3
4.841879920E2,1.015448990E3
4.852532930E2,1.015448151E3
4.863185800E2,1.015448151E3
4.873838740E2,1.015448608E3
4.884491870E2,1.015449905E3
4.895144820E2,1.015452423E3
4.905799300E2,1.015455170E3
4.916453450E2,1.015457001E3
4.927107810E2,1.015459366E3
4.937762130E2,1.015463638E3
4.948415970E2,1.015465698E3
4.959069340E2,1.015467758E3
4.969723190E2,1.015470047E3
4.980376890E2,1.015475159E3
4.991030330E2,1.015475159E3
5.001683860E2,1.015469666E3
5.012337180E2,1.015462952E3
5.022990500E2,1.015455780E3
5.033643810E2,1.015444870E3
