"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.803009030E2,5.233494757E1,4.863895418E0,3.765179425E0,NaN,NaN,3.800000000E1,1.949699020E1
4.807630550E2,5.233495132E1,4.863906215E0,3.688136578E0,NaN,NaN,3.800000000E1,1.677923203E1
4.810589410E2,5.233495319E1,4.863911596E0,3.645778477E0,NaN,NaN,3.800000000E1,1.500898170E1
4.823916570E2,5.233495441E1,4.863915108E0,3.613230288E0,NaN,NaN,3.800000000E1,1.519506550E1
4.884021280E2,5.233495456E1,4.863911112E0,3.590798318E0,NaN,NaN,3.800000000E1,1.911920929E1
4.889109069E2,5.233495415E1,4.863909737E0,3.576416254E0,NaN,NaN,3.800000000E1,1.661366844E1
4.906057819E2,5.233495029E1,4.863900838E0,3.566687763E0,NaN,NaN,3.800000000E1,1.641333389E1
4.966162330E2,5.233494745E1,4.863894684E0,3.539893031E0,NaN,NaN,3.800000000E1,1.946244431E1
4.970341959E2,5.233494744E1,4.863894850E0,3.513924301E0,NaN,NaN,3.800000000E1,1.672020721E1
4.996336429E2,5.233494719E1,4.863894444E0,3.494829834E0,NaN,NaN,3.800000000E1,1.726805115E1
5.056428349E2,5.233484138E1,4.863913956E0,3.930322200E0,NaN,NaN,3.500000000E1,1.970381355E1
