"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.434794210E2,5.233492047E1,4.863903701E0,4.782237530E0,NaN,NaN,3.500000000E1,1.682020378E1
3.449351690E2,5.233491231E1,4.863906192E0,4.782149673E0,NaN,NaN,3.500000000E1,1.628640938E1
3.509426509E2,5.233491409E1,4.863905647E0,4.782940090E0,NaN,NaN,3.500000000E1,1.942490578E1
3.513419820E2,5.233491516E1,4.863905319E0,4.779715478E0,NaN,NaN,3.500000000E1,1.668239784E1
3.527721959E2,5.233490329E1,4.863908945E0,4.763408601E0,NaN,NaN,3.500000000E1,1.619019318E1
3.587800549E2,5.233490450E1,4.863908579E0,4.735871375E0,NaN,NaN,3.500000000E1,1.939791489E1
3.591771450E2,5.233490635E1,4.863908012E0,4.724043787E0,NaN,NaN,3.500000000E1,1.666533470E1
3.604968799E2,5.233490965E1,4.863907005E0,4.716439486E0,NaN,NaN,3.500000000E1,1.607051849E1
3.665052370E2,5.233483818E1,4.863928842E0,4.708589673E0,NaN,NaN,3.933333333E1,1.936438179E1
3.669032530E2,5.233488864E1,4.863913424E0,4.719553173E0,NaN,NaN,3.500000000E1,1.664751625E1
3.682209500E2,5.233489007E1,4.863912984E0,4.726634741E0,NaN,NaN,3.500000000E1,1.605905342E1
3.742292969E2,5.233483155E1,4.863930866E0,4.733997405E0,NaN,NaN,3.933333333E1,1.936113930E1
3.746290770E2,5.233486508E1,4.863920832E0,4.738582790E0,NaN,NaN,3.500000000E1,1.664733315E1
3.759452580E2,5.233487585E1,4.863917628E0,4.741541326E0,NaN,NaN,3.500000000E1,1.605741882E1
3.819537840E2,5.233483022E1,4.863931389E0,4.744633138E0,NaN,NaN,3.933333333E1,1.936077881E1
3.823561070E2,5.233487366E1,4.863918039E0,4.740018308E0,NaN,NaN,3.500000000E1,1.664947319E1
3.836697360E2,5.233488607E1,4.863914216E0,4.737063229E0,NaN,NaN,3.500000000E1,1.605595970E1
3.896779040E2,5.233483752E1,4.863929013E0,4.734020233E0,NaN,NaN,3.933333333E1,1.936016464E1
3.900771420E2,5.233488352E1,4.863914974E0,4.734189868E0,NaN,NaN,3.500000000E1,1.664629173E1
3.913945119E2,5.233489887E1,4.863910289E0,4.734310031E0,NaN,NaN,3.500000000E1,1.605807495E1
3.974032160E2,5.233484364E1,4.863927150E0,4.734465301E0,NaN,NaN,3.933333333E1,1.936106491E1
3.978014140E2,5.233483416E1,4.863930058E0,4.734520793E0,NaN,NaN,3.933333333E1,1.664583588E1
3.991187199E2,5.233482633E1,4.863932454E0,4.734556496E0,NaN,NaN,3.933333333E1,1.605776978E1
4.051323290E2,5.233481294E1,4.863936542E0,4.734593570E0,NaN,NaN,3.933333333E1,1.936373711E1
4.055316380E2,5.233487641E1,4.863917156E0,4.725060821E0,NaN,NaN,3.500000000E1,1.664834785E1
4.068435290E2,5.233489855E1,4.863910393E0,4.718943894E0,NaN,NaN,3.500000000E1,1.605360031E1
4.128523470E2,5.233484902E1,4.863925526E0,4.712622046E0,NaN,NaN,3.933333333E1,1.935986519E1
4.134142150E2,5.233487079E1,4.863918692E0,4.709818959E0,NaN,NaN,3.500000000E1,1.679403877E1
4.148457049E2,5.233487824E1,4.863916342E0,4.708023190E0,NaN,NaN,3.500000000E1,1.624915504E1
4.208543119E2,5.233483747E1,4.863928942E0,4.706234515E0,NaN,NaN,3.933333333E1,1.941499901E1
4.213371919E2,5.233487329E1,4.863918315E0,4.716052115E0,NaN,NaN,3.500000000E1,1.675294685E1
4.226375550E2,5.233487045E1,4.863919218E0,4.722305477E0,NaN,NaN,3.500000000E1,1.609716225E1
4.286461849E2,5.233483378E1,4.863930309E0,4.728765965E0,NaN,NaN,3.933333333E1,1.937206078E1
4.290456129E2,5.233487873E1,4.863916499E0,4.728693604E0,NaN,NaN,3.500000000E1,1.665309334E1
4.305255439E2,5.233489403E1,4.863911794E0,4.728657305E0,NaN,NaN,3.500000000E1,1.622430611E1
4.365346410E2,5.233484513E1,4.863926714E0,4.728651106E0,NaN,NaN,3.933333333E1,1.940824699E1
4.425593849E2,5.233482183E1,4.863933827E0,4.728630185E0,NaN,NaN,3.933333333E1,2.031533051E1
4.429710850E2,5.233486909E1,4.863919393E0,4.746094227E0,NaN,NaN,3.500000000E1,1.717843819E1
4.442256650E2,5.233488545E1,4.863914397E0,4.756644726E0,NaN,NaN,3.500000000E1,1.627578163E1
4.502351370E2,5.233484268E1,4.863927460E0,4.767270386E0,NaN,NaN,3.933333333E1,1.942300797E1
4.506339170E2,5.233488585E1,4.863914273E0,4.765073359E0,NaN,NaN,3.500000000E1,1.668083763E1
4.519500459E2,5.233490067E1,4.863909748E0,4.763674676E0,NaN,NaN,3.500000000E1,1.607504272E1
4.579587790E2,5.233484766E1,4.863925944E0,4.762258232E0,NaN,NaN,3.933333333E1,1.936587334E1
4.583555599E2,5.233487935E1,4.863916260E0,4.766250074E0,NaN,NaN,3.500000000E1,1.664720917E1
4.598361330E2,5.233489004E1,4.863912996E0,4.768888414E0,NaN,NaN,3.500000000E1,1.622191811E1
4.658448410E2,5.233484096E1,4.863927992E0,4.771583378E0,NaN,NaN,3.933333333E1,1.940735626E1
4.662451140E2,5.233487280E1,4.863918493E0,4.770881534E0,NaN,NaN,3.500000000E1,1.667350578E1
4.677244979E2,5.233486854E1,4.863919806E0,4.768627942E0,NaN,NaN,3.500000000E1,1.623425293E1
4.737332109E2,5.233483092E1,4.863931161E0,4.766353309E0,NaN,NaN,3.933333333E1,1.941084480E1
4.741327239E2,5.233487606E1,4.863917302E0,4.770539463E0,NaN,NaN,3.500000000E1,1.667474937E1
4.754003659E2,5.233489182E1,4.863912460E0,4.773225069E0,NaN,NaN,3.500000000E1,1.602255821E1
4.814092910E2,5.233484271E1,4.863927435E0,4.776047885E0,NaN,NaN,3.933333333E1,1.935116005E1
4.819694090E2,5.233488938E1,4.863913189E0,4.774922311E0,NaN,NaN,3.500000000E1,1.678773308E1
4.832399690E2,5.233489040E1,4.863912881E0,4.774236977E0,NaN,NaN,3.500000000E1,1.608548546E1
4.892469440E2,5.233483323E1,4.863930350E0,4.773540258E0,NaN,NaN,3.933333333E1,1.936783409E1
