"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.826403833E0,-1.922382414E-2,5.239358917E-2,2.752477303E-4
6.856238833E0,1.860004291E-2,7.067634910E-2,-4.118997604E-3
6.886072208E0,2.101710625E-2,9.052594006E-2,-4.772015847E-3
6.915906208E0,2.121225186E-2,8.693064749E-2,-2.686945256E-3
6.945741208E0,1.885664091E-2,8.420355618E-2,-9.129177779E-4
6.975575208E0,2.980196616E-3,8.331017941E-2,1.659098081E-3
7.005410208E0,-1.311180461E-2,5.175313354E-2,1.266393811E-3
7.035244208E0,-1.307757758E-2,2.527219243E-2,-3.343106247E-3
7.065078208E0,2.836002270E-3,1.214420423E-2,-3.867382184E-3
7.094913208E0,1.162596792E-2,-1.195956673E-2,2.166358754E-3
7.124747208E0,2.033094689E-2,-2.614240907E-2,3.720703535E-3
7.154582208E0,3.756955639E-2,-3.361938149E-2,6.618264131E-3
7.184416208E0,3.534249216E-2,-2.965185978E-2,3.821846098E-3
7.214250208E0,2.386089973E-2,-2.905646712E-2,1.548598520E-3
7.244085208E0,1.663479954E-2,-2.467564307E-2,3.516409546E-3
7.273919208E0,1.588371396E-2,2.241548151E-3,3.307369538E-3
7.303754208E0,1.330575068E-2,1.101239398E-2,3.939401358E-5
7.333588208E0,1.289973594E-2,1.054360252E-2,1.866742037E-3
7.363422208E0,1.794817299E-2,1.584949344E-2,-1.850651111E-3
7.393257208E0,1.532926410E-2,1.144145057E-2,-2.525741234E-3
7.423091208E0,1.644332893E-2,-9.685831610E-4,-2.498127054E-3
7.452926208E0,1.496078819E-2,-1.333840005E-2,-1.756144688E-3
7.482760208E0,9.124450386E-3,-8.732482791E-3,4.457309842E-6
7.512594208E0,4.055187106E-3,-1.069573499E-2,-3.088135272E-4
7.542429208E0,3.136683721E-3,-1.117908210E-2,-2.313894220E-3
7.572263208E0,9.162114933E-3,-1.924180426E-3,-3.324453719E-3
7.602097208E0,7.217921782E-3,2.147005498E-2,-6.436018273E-3
7.631932208E0,-6.346491165E-3,2.041043341E-2,-5.958034191E-3
7.661766208E0,-1.044252887E-2,6.154350936E-3,-3.466523252E-3
