"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.726310358E2,-9.723354340E0,4.776629639E1,-1.049633408E1
2.726608728E2,-8.786980629E0,4.789218140E1,-1.027364731E1
2.726907088E2,-8.031170845E0,4.809883881E1,-1.024052429E1
2.727205458E2,-8.059049606E0,4.773069763E1,-1.105387878E1
2.727503818E2,-8.790999413E0,4.744662476E1,-1.278549957E1
2.727802188E2,-9.015176773E0,4.676832581E1,-1.417966461E1
2.728100548E2,-9.682167053E0,4.608360291E1,-1.607324982E1
2.728398918E2,-1.014756775E1,4.575576019E1,-1.671063614E1
2.728697278E2,-1.116159725E1,4.545532990E1,-1.764602661E1
2.728995648E2,-1.175841808E1,4.477103424E1,-1.823640060E1
2.729294008E2,-1.269330692E1,4.485194397E1,-1.771439362E1
2.729592368E2,-1.219232845E1,4.464847565E1,-1.710695267E1
2.729890738E2,-1.173224449E1,4.510804749E1,-1.685267639E1
2.730189098E2,-1.081490231E1,4.532021332E1,-1.612739563E1
2.730487468E2,-1.016823387E1,4.579989624E1,-1.483756638E1
2.730785828E2,-9.736199379E0,4.616944122E1,-1.394907379E1
2.731084198E2,-9.147778511E0,4.667670441E1,-1.355703735E1
2.731382558E2,-8.842475891E0,4.668489075E1,-1.397583389E1
2.731680928E2,-9.595642090E0,4.653565979E1,-1.508190918E1
2.731979288E2,-1.030392551E1,4.606753540E1,-1.618278503E1
2.732277658E2,-1.093760109E1,4.530569458E1,-1.768655777E1
2.732576018E2,-1.200696754E1,4.477672577E1,-1.857546234E1
2.732874378E2,-1.310211372E1,4.447773743E1,-1.908076477E1
2.733172748E2,-1.430540466E1,4.441219330E1,-1.904677963E1
2.733471108E2,-1.468379688E1,4.468520355E1,-1.832061386E1
2.733769478E2,-1.485327148E1,4.478685760E1,-1.732868958E1
2.734067838E2,-1.506597519E1,4.518946838E1,-1.628762436E1
2.734366208E2,-1.482078075E1,4.563271332E1,-1.553730011E1
2.734664568E2,-1.463869476E1,4.572355652E1,-1.546875763E1
2.734962938E2,-1.480540466E1,4.615126038E1,-1.580793762E1
2.735261298E2,-1.473072052E1,4.588626862E1,-1.568767929E1
2.735559668E2,-1.467793274E1,4.556937408E1,-1.686832809E1
2.735858028E2,-1.545257378E1,4.507375336E1,-1.816710281E1
2.736156398E2,-1.593016624E1,4.420384216E1,-1.985878754E1
2.736454758E2,-1.606866455E1,4.378553772E1,-2.107217789E1
2.736753118E2,-1.643378448E1,4.353113556E1,-2.251398468E1
2.737051488E2,-1.602498055E1,4.317468262E1,-2.273700333E1
2.737349848E2,-1.507444477E1,4.336555481E1,-2.297807312E1
2.737648218E2,-1.317468643E1,4.401923370E1,-2.246924973E1
2.737946578E2,-1.172186089E1,4.459037781E1,-2.186869049E1
2.738244948E2,-1.029385376E1,4.494007111E1,-2.191058731E1
2.738543308E2,-9.827477455E0,4.518942261E1,-2.244422150E1
2.738841678E2,-9.267906189E0,4.500946808E1,-2.313473892E1
2.739140038E2,-1.002534580E1,4.458217621E1,-2.341057205E1
2.739438408E2,-1.121662235E1,4.421907043E1,-2.374541855E1
2.739736768E2,-1.274263668E1,4.435630798E1,-2.304620361E1
2.740035138E2,-1.420551491E1,4.420082855E1,-2.216413879E1
2.740333498E2,-1.488134384E1,4.446161652E1,-2.168542480E1
2.740631858E2,-1.504965591E1,4.447916412E1,-2.075349808E1
2.740930228E2,-1.461098194E1,4.454636383E1,-2.094273758E1
2.741228585E2,-1.311519814E1,4.507586670E1,-2.040311050E1
2.741526955E2,-1.202851677E1,4.573906708E1,-1.970576477E1
2.741825315E2,-1.079487514E1,4.629173279E1,-1.866087723E1
2.742123685E2,-9.441927910E0,4.681914520E1,-1.753252411E1
2.742422045E2,-8.286660194E0,4.726842499E1,-1.560222626E1
2.742720415E2,-7.104960442E0,4.764466858E1,-1.470618057E1
2.743018775E2,-6.311205864E0,4.751993561E1,-1.392004776E1
2.743317145E2,-7.009236336E0,4.758629608E1,-1.367968750E1
2.743615505E2,-7.405933380E0,4.738703918E1,-1.330240250E1
2.743913875E2,-7.411142349E0,4.746228790E1,-1.309554291E1
2.744212235E2,-7.408580303E0,4.757298279E1,-1.279161835E1
2.744510605E2,-7.114655495E0,4.764888000E1,-1.223051453E1
2.744808965E2,-6.602801323E0,4.769321442E1,-1.186033630E1
2.745107325E2,-6.325703621E0,4.760614777E1,-1.279267502E1
2.745405695E2,-6.628967762E0,4.768920135E1,-1.287230682E1
2.745704055E2,-7.093075275E0,4.711293793E1,-1.387846375E1
2.746002425E2,-7.977940559E0,4.674065399E1,-1.517251205E1
2.746300785E2,-9.166972160E0,4.664740753E1,-1.523239517E1
2.746599155E2,-9.479654312E0,4.670374298E1,-1.550494385E1
2.746897515E2,-9.284194946E0,4.658171844E1,-1.580094147E1
2.747195885E2,-8.928543091E0,4.671795654E1,-1.526325607E1
2.747494245E2,-7.776350021E0,4.721842957E1,-1.472574615E1
2.747792615E2,-6.754739285E0,4.776876068E1,-1.345331192E1
2.748090975E2,-6.237015724E0,4.774433136E1,-1.313266754E1
2.748389345E2,-5.729990005E0,4.808783722E1,-1.194972229E1
2.748687705E2,-5.263277054E0,4.847938538E1,-1.029437637E1
2.748986075E2,-5.230467319E0,4.887214661E1,-9.719039917E0
2.749284435E2,-5.635468483E0,4.908506012E1,-9.242626190E0
2.749582805E2,-6.044419289E0,4.895171356E1,-9.801628113E0
2.749881165E2,-6.824426174E0,4.876264954E1,-1.087804413E1
2.750179525E2,-7.517347336E0,4.846730804E1,-1.165786743E1
2.750477895E2,-7.990370750E0,4.820903015E1,-1.212315369E1
